cruise,ship,date,time_PDT,datetime_UTC,set,Latitude,Longitude,state,gearType,itisTSN,scientificName,totalNumber,totalWeightkg
202506,LM,08/24/25,08:57:00 AM,2025-08-24T15:57:00,27,46.4648,-124.083,Washington,purseseine,164711,Gadus macrocephalus,3,0.179
202506,LM,08/24/25,08:57:00 AM,2025-08-24T15:57:00,27,46.4648,-124.083,Washington,purseseine,164719,Microgadus proximus,39,0.218
202506,LM,08/24/25,08:57:00 AM,2025-08-24T15:57:00,27,46.4648,-124.083,Washington,purseseine,167302,Leptocottus armatus,1,0.036
202506,LM,08/24/25,08:57:00 AM,2025-08-24T15:57:00,27,46.4648,-124.083,Washington,purseseine,172921,Parophrys vetulus,10,0.45
202506,LM,08/24/25,08:57:00 AM,2025-08-24T15:57:00,27,46.4648,-124.083,Washington,purseseine,172928,Psettichthys melanostictus,1,0.078
202506,LM,08/24/25,08:57:00 AM,2025-08-24T15:57:00,27,46.4648,-124.083,Washington,purseseine,551209,Clupea pallasii,3,0.0445
202506,LM,08/24/25,01:49:00 PM,2025-08-24T20:49:00,28,46.7145,-124.2345,Washington,purseseine,51483,Scyphozoa,NA,NA
202506,LM,08/24/25,03:51:00 PM,2025-08-24T22:51:00,29,46.8264,-124.1674,Washington,purseseine,48738,Cnidaria,3,0.093
202506,LM,08/24/25,03:51:00 PM,2025-08-24T22:51:00,29,46.8264,-124.1674,Washington,purseseine,51658,Chrysaora fuscescens,17,9.97
202506,LM,08/24/25,03:51:00 PM,2025-08-24T22:51:00,29,46.8264,-124.1674,Washington,purseseine,53856,Ctenophora,42,0.0325
202506,LM,08/24/25,03:51:00 PM,2025-08-24T22:51:00,29,46.8264,-124.1674,Washington,purseseine,162030,Hypomesus pretiosus,38,0.5455
202506,LM,08/24/25,03:51:00 PM,2025-08-24T22:51:00,29,46.8264,-124.1674,Washington,purseseine,551209,Clupea pallasii,14,0.3315
202506,LM,08/25/25,02:34:00 PM,2025-08-25T21:34:00,30,47.4216,-124.4216,Washington,purseseine,48738,Cnidaria,5,0.1
202506,LM,08/25/25,02:34:00 PM,2025-08-25T21:34:00,30,47.4216,-124.4216,Washington,purseseine,51658,Chrysaora fuscescens,12,5.8885
202506,LM,08/25/25,02:34:00 PM,2025-08-25T21:34:00,30,47.4216,-124.4216,Washington,purseseine,53856,Ctenophora,76,0.167
202506,LM,08/25/25,02:34:00 PM,2025-08-25T21:34:00,30,47.4216,-124.4216,Washington,purseseine,162030,Hypomesus pretiosus,17,0.3005
202506,LM,08/25/25,02:34:00 PM,2025-08-25T21:34:00,30,47.4216,-124.4216,Washington,purseseine,162053,Allosmerus elongatus,82,0.967
202506,LM,08/25/25,02:34:00 PM,2025-08-25T21:34:00,30,47.4216,-124.4216,Washington,purseseine,172563,Stromateidae,2,0.272
202506,LM,08/25/25,02:34:00 PM,2025-08-25T21:34:00,30,47.4216,-124.4216,Washington,purseseine,551209,Clupea pallasii,92,0.7815
202506,LM,08/26/25,11:54:00 AM,2025-08-26T18:54:00,31,47.4263,-124.4765,Washington,purseseine,51483,Scyphozoa,NA,NA
202506,LM,08/26/25,02:39:00 PM,2025-08-26T21:39:00,32,47.525,-124.3819,Washington,purseseine,162030,Hypomesus pretiosus,508,5.984
202506,LM,08/26/25,02:39:00 PM,2025-08-26T21:39:00,32,47.525,-124.3819,Washington,purseseine,162053,Allosmerus elongatus,14,0.066
202506,LM,08/26/25,02:39:00 PM,2025-08-26T21:39:00,32,47.525,-124.3819,Washington,purseseine,551209,Clupea pallasii,737,4.1455
202506,LM,08/27/25,09:17:00 AM,2025-08-27T16:17:00,33,47.7696,-124.6193,Washington,purseseine,167123,Anoplopoma fimbria,1,0.1235
202506,LM,08/27/25,09:17:00 AM,2025-08-27T16:17:00,33,47.7696,-124.6193,Washington,purseseine,168586,Trachurus symmetricus,35,46.257
202506,LM,08/27/25,09:17:00 AM,2025-08-27T16:17:00,33,47.7696,-124.6193,Washington,purseseine,172893,Platichthys stellatus,2,2.273
202506,LM,08/27/25,01:37:00 PM,2025-08-27T20:37:00,34,47.9873,-124.8129,Washington,purseseine,51658,Chrysaora fuscescens,3,0.9035
202506,LM,08/27/25,01:37:00 PM,2025-08-27T20:37:00,34,47.9873,-124.8129,Washington,purseseine,168586,Trachurus symmetricus,18,20.984
